copyCreationTime,captureTime,touchTime,id_global,grayscale,aperture,flashFired,focalLength,isoSpeedRating,shutterSpeed,Temperature,Tint,currTemp,currTint
-63113817600,2024-01-14T16:56:50.67,741426608.1,C68C8010-495C-4427-9F4D-664C2D71EFAD,0,2.970854,1,100,1250,7.965784,4150,2,6317,4
-63113817600,2023-05-28T20:08:51.87,741426607.1,8EFC0EC0-0936-41CC-81BD-513B35D2CB23,0,7.61471,1,24,500,3,4700,4,5767,13
-63113817600,2023-06-09T20:54:30.13,741426607.2,4A28220F-024E-4637-80ED-B4533578AFEB,0,3.61471,1,125,1000,7.321928,5000,12,5496,6
-63113817600,2022-06-10T13:02:12.98,741426606.5,05A76E40-9B2C-40FD-95D4-EF976598640C,0,2.970854,0,40,320,7.965784,3150,9,3730,12
-63113817600,2023-09-30T17:08:05,741426607.8,B63A179E-232C-4133-BB24-8784B60DECEE,0,2.970854,0,55,800,7.643856,3633,4,3661,-6
-63113817600,2024-02-17T19:42:25.31,741426608.1,D625DC86-F48E-47B1-B0CB-9C047392F51C,0,3.356144,1,38,1000,7.321928,5032,18,5713,4
-63113817600,2022-03-24T21:02:12.71,741426606.4,CCEAEBCF-2519-4B65-A823-F56B7298BBA7,0,2,0,85,6400,7.965784,3300,8,3386,15
-63113817600,2023-09-30T14:51:53,741426607.7,8042A8A4-2248-40F6-A2A6-7F4CD0A3E777,0,2.970854,0,24,80,8.965784,6273,2,5467,6
-63113817600,2023-09-16T14:51:27.67,741426607.6,6757810D-5447-49C8-8FAA-171EA8FC7886,0,4.643856,0,50,100,7.321928,4900,25,4679,18
-63113817600,2024-01-06T10:54:33.67,741426608,8AC002DD-18F9-481F-B9C0-447C639727F5,0,2,0,43,320,6.965784,5847,6,6071,4
-63113817600,2023-04-27T17:17:46.729,741426606.9,B242DC6E-8AE6-4C20-8D54-AC9ECD8DEA39,0,3.61471,0,129,1250,10.643856,6674,22,5080,6
-63113817600,2023-04-08T17:32:52.04,741426606.9,35844446-9880-44B3-9489-2FEC5C7A3F7E,0,2,0,58,1250,12.965784,5300,18,4925,17
-63113817600,2023-09-21T22:03:44,741426607.7,975F13D1-2EA2-4F85-A7DB-C0AFBC9E60FC,0,2.970854,1,24,640,7.965784,5300,-16,5248,11
-63113817600,2023-01-14T22:41:48.52,741426606.8,10F7C552-211B-4D2A-B5A9-AE89CA471F10,0,3.356144,1,35,2500,8.321928,5282,24,4978,11
-63113817600,2023-10-14T15:19:02,741426607.8,59B525CD-A83C-4BBF-A16C-FFAF03EC4C1D,0,3.356144,0,35,100,9.965784,5600,7,5256,11
-63113817600,2019-11-17T18:33:49.81,741426606.3,420FD19F-A144-47D4-AE21-3E9754AA6599,0,2,0,85,3200,10.965784,5250,4,5184,7
-63113817600,2023-05-20T18:42:28.64,741426607,0E7927BC-3BBD-4944-9881-1257008CCC58,0,2.970854,1,55,320,6.321928,3200,4,4362,-1
-63113817600,2023-02-18T18:20:47.84,741426606.9,7F254DE9-579B-4689-AC37-094C0112FAA9,0,0.970854,0,85,400,8.321928,5050,5,5149,12
-63113817600,2023-01-21T13:17:45.86,741426606.8,F9239C10-58EF-41F9-BFA5-19A7DDE90C39,0,1.356144,0,85,640,9.965784,4982,12,5581,12
-63113817600,2023-06-03T16:15:18.38,741426607.1,4C31447A-4871-4B73-B2B4-0E9E48C45711,0,5.310704,0,70,400,7.321928,4650,0,5424,9
-63113817600,2022-09-18T19:14:13.62,741426614.3,C24E2B55-3542-4ABE-AC30-4261A2DBCCF6,0,2.970854,0,70,1000,7.321928,6333,6,5647,6
-63113817600,2023-11-12T18:14:52.79,741426607.9,C7F0A894-145B-487C-8498-EAC598A13CC1,0,3.61471,1,24,400,7.643856,5400,13,5965,13
-63113817600,2024-01-21T11:48:20.93,741426614.4,547D4043-1BD5-47D0-98A9-112423E5E814,0,2.970854,0,35,4000,7.321928,4450,4,6942,2
-63113817600,2023-09-21T20:56:31,741426607.7,FDD73466-ED4B-4A82-8526-CF58737856A1,0,2.970854,1,24,5000,7.321928,4600,-5,5248,11
-63113817600,2023-09-16T19:11:36.48,741426607.7,1CDE6C4A-1491-4AE3-A04B-61216F49BC0B,0,2.643856,1,50,320,7.643856,5200,20,4679,18
-63113817600,2023-10-21T13:38:50,741426607.8,DA9D7906-72EE-49B9-9FE0-49FA52AFE355,0,2.970854,0,70,400,8.321928,3850,-7,4050,-6
-63113817600,2023-09-16T14:22:53.69,741426607.6,E986C030-E60C-4913-87B1-63FB9BDD6AAD,0,4.643856,0,50,100,7.643856,4950,20,4679,18
-63113817600,2022-08-01T12:51:01,741426606.6,80CEC3D4-FA97-40EB-A1D6-F25F1E212309,0,6,0,28,50,7.643856,5590,9,5379,11
-63113817600,2023-03-28T15:09:34,741426606.9,13E9F417-8A6B-408D-9E3D-D3B4534C2EC1,0,2.275007,0,85,400,8.643856,4600,14,5576,11
-63113817600,2024-02-17T19:03:22.45,741426608.1,D1F63A92-6402-47C5-BC4B-9BBE0BB88267,0,3.356144,1,34,1000,7.321928,5307,9,5713,4
-63113817600,2023-09-30T16:30:02,741426607.8,EDA3047A-CB96-4E60-88B7-265A54731256,0,4,0,25,200,9.965784,6635,-2,5791,5
-63113817600,2022-06-11T14:02:14.21,741426606.5,805486CA-1FBE-4A5D-835E-525B18459976,0,0.970854,0,85,100,11.287712,5000,5,5094,11
-63113817600,2019-09-28T15:03:32.25,741426606.3,A2C2C76A-5653-4A82-952A-608C089324C0,0,2,0,85,400,10.965784,5250,3,4307,22
-63113817600,2024-01-14T15:29:53.61,741426608,10C89B92-A473-4BB3-B0A4-C55AD70AFD5D,0,2,1,47,320,7.965784,4450,-1,6317,4
-63113817600,2024-01-20T21:00:03.45,741426608.1,64A147E3-A989-4325-A76B-4D268EFEE6FC,0,2.970854,1,35,5000,7.643856,3400,1,6942,2
-63113817600,2023-08-12T14:53:29.00,741426607.5,65051571-8904-43DC-9049-3A75EB61605B,0,5.310704,0,50,160,6.965784,4650,-10,4865,0
-63113817600,2023-05-28T20:28:28.03,741426607.1,3F3CFB37-F3DA-4A43-B18C-378D79BAAB5C,0,3.356144,0,24,800,8.321928,7800,5,7264,2
-63113817600,2023-08-04T16:09:33.871,741426607.5,6299A4C1-1DC0-4003-9D82-8735E353D2C8,0,2,0,35,800,7.643856,3350,-1,3747,4
-63113817600,2024-01-06T15:02:14.41,741426608,81F93E3A-F0F4-42EC-8169-0E4B70737E16,0,2.970854,1,108,1600,6.965784,4550,5,5471,1
-63113817600,2019-11-02T18:32:12.70,741426614.2,EE0C3D3E-2D81-463D-8A0F-649B302C96BB,0,2,0,85,400,8.965784,5000,4,4925,15
-63113817600,2023-05-13T11:29:50.00,741427115.3,990084CA-C0B0-4A57-9E8F-922CF05B649D,0,4,1,50,800,6.965784,5150,8,5990,6
-63113817600,2023-12-10T13:22:55.15,741426614.4,7FD95351-7F82-4362-B5E0-BA1FC5E462BD,0,2.275007,0,35,160,7.643856,4700,17,7597,1
-63113817600,2023-10-14T21:15:16.97,741426607.8,8A92B559-7EF8-4CFF-8B41-52879139B06C,0,4,1,24,125,7.643856,5100,10,6305,12
-63113817600,2022-06-04T18:56:31,741426606.4,237FAAB9-02CD-46D9-98C0-3115E4FAF51E,0,2.970854,0,70,200,8.965784,5250,10,5287,11
-63113817600,2023-07-13T17:23:16.00,741426607.4,C0E1EE78-5695-42EB-82D5-5D83F5172CC3,0,4.643856,0,50,400,6.965784,4500,-5,5354,-3
-63113817600,2022-12-09T19:54:16.00,741426970.9,6F7F8840-502B-401A-9299-17D8ED2BDC7E,0,4.33985,1,45,3200,6.965784,4650,30,5496,6
-63113817600,2022-11-12T20:41:58.16,741426606.8,6CCEC56B-DEF7-419F-B6B0-E49D4D508FF3,0,2.970854,1,85,800,5.906891,4400,-8,5310,-1
-63113817600,2023-06-01T13:22:49.634,741426607.1,8E7BD6F2-9143-425D-B935-5ADD2EF57437,0,2,0,85,100,11.287712,5984,17,6238,23
-63113817600,2023-04-18T18:44:43.34,741426606.9,322BDD3B-B708-4016-B708-80A74C437994,0,6.918863,0,85,400,6.321928,5682,5,4840,0
-63113817600,2023-05-27T16:42:53.55,741426614.3,5EFD5960-9450-43A0-9406-19A514970946,0,0.970854,0,85,250,7.643856,3000,-6,3772,-4
